Ticker,Name,Sector,Industry,Industry Group,Market Cap,Last Reported Fiscal Year,FCF,FCF FQ-1,FCF FQ-2,FCF FQ-3,FCF FQ-4,FCF FQ-5,FCF FQ-6,FCF FQ-7,FCF FQ-8,FCF FQ-9,FCF FQ-10,FCF FQ-11,FCF FQ-12
225,Pokfulam Development Company Limited,Real Estate,Real Estate Management & Development,Real Estate,120.7 M,2022,6.15 M,1.063 M,2.016 M,2.026 M,2.721 M,2.728 M,594.617 K,596.261 K,2.334 M,0 K,1.526 M,0 K,2.22 M
450,Hung Hing Printing Group Limited,Materials,Containers & Packaging,Materials,126.1 M,2022,-,NA,-5.111 M,-5.12 M,-1.117 M,-1.119 M,-20.981 M,-20.955 M,9.572 M,9.575 M,3.395 M,3.394 M,12.759 M
2327,Meilleure Health International Industry Group Limited,Industrials,Trading Companies & Distributors,Capital Goods,159.1 M,2022,5.425 M,4.303 M,-1.594 M,-1.596 M,-4.179 M,-4.174 M,6.447 M,6.449 M,-1.904 M,-1.904 M,-1.235 M,-1.228 M,2.85 M
228,China Energy Development Holdings Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,124.7 M,2022,-10.818 M,NA,-2.533 M,-2.538 M,-2.866 M,-2.87 M,2.076 M,2.074 M,-24.494 M,-24.501 M,-2.333 M,-2.333 M,14.634 M
635,Playmates Holdings Limited,Consumer Discretionary,Leisure Products,Consumer Durables & Apparel,166.2 M,2022,-,NA,9.152 M,9.168 M,3.009 M,3.013 M,6.72 M,6.712 M,4.723 M,4.724 M,1.305 M,1.305 M,1.767 M
2314,Lee & Man Paper Manufacturing Limited,Materials,Paper & Forest Products,Materials,1.823 B,2022,-,NA,-72.109 M,-72.234 M,58.921 M,59.011 M,-92.189 M,-92.076 M,22.882 M,22.889 M,-18.845 M,-18.84 M,73.088 M
316,Orient Overseas (International) Limited,Industrials,Marine,Transportation,12.661 B,2022,10.728 B,2.291 B,3.073 B,3.073 B,2.76 B,2.76 B,1.399 B,1.399 B,627.5 M,627.5 M,140.1 M,140.1 M,101.5 M
363,Shanghai Industrial Holdings Limited,Industrials,Industrial Conglomerates,Capital Goods,1.429 B,2022,462 M,-546.7 M,781.8 M,782.9 M,-215.2 M,-214.9 M,549.8 M,549.9 M,-120.2 M,-120.1 M,477.4 M,474.6 M,-197.2 M
200,Melco International Development Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,1.674 B,2022,-628.6 M,-148 M,-167.7 M,-167.9 M,-119.3 M,-119.2 M,-226.4 M,-226.5 M,-329.7 M,-329.6 M,201 M,199.8 M,130.3 M
1349,"Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co.,Ltd.",Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",1.049 B,2022,26.841 M,14.107 M,9.267 M,-9.703 M,13.248 M,8.89 M,7.44 M,-6.223 M,11.414 M,-7.888 M,4.394 M,2.625 M,17.789 M
360,New Focus Auto Tech Holdings Limited,Consumer Discretionary,Auto Components,Automobiles & Components,100.9 M,2022,5.968 M,4.316 M,0 K,0 K,-1.459 M,0 K,2.599 M,2.498 M,2.184 M,2.179 M,984.575 K,959.308 K,180.509 K
2317,Vedan International (Holdings) Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",100.9 M,2022,-,NA,-21.999 M,-21.999 M,16.122 M,16.122 M,-9.383 M,-9.383 M,16.912 M,16.912 M,-11.914 M,-11.914 M,13.087 M
3813,Pou Sheng International (Holdings) Limited,Consumer Discretionary,Specialty Retail,Retailing,454.9 M,2022,-,NA,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
982,Huafa Property Services Group Company Limited,Real Estate,Real Estate Management & Development,Real Estate,189.7 M,2022,10.482 M,-6.941 M,11.962 M,11.981 M,-1.557 M,-1.555 M,6.24 M,6.242 M,-852.911 K,-852.675 K,3.587 M,3.567 M,-673.108 K
215,Hutchison Telecommunications Hong Kong Holdings Limited,Communication Services,Wireless Telecommunication Services,Telecommunication Services,767.4 M,2022,81.096 M,15.351 M,24.978 M,25.021 M,107.5 M,107.6 M,53.192 M,53.126 M,1.483 M,1.484 M,43.933 M,43.92 M,37.537 M
976,Chiho Environmental Group Limited,Industrials,Commercial Services & Supplies,Commercial & Professional Services,139 M,2022,14.069 M,-27.019 M,34.227 M,34.279 M,-18.72 M,-18.697 M,24.244 M,24.252 M,3.98 M,3.979 M,5.056 M,5.027 M,7.265 M
6093,Hevol Services Group Co. Limited,Real Estate,Real Estate Management & Development,Real Estate,255.4 M,2022,9.008 M,-9.624 M,14.351 M,14.142 M,1.493 M,1.471 M,2.933 M,2.819 M,-1.68 M,-1.676 M,1.018 M,992.332 K,373.615 K
1099,Sinopharm Group Co. Ltd.,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,9.064 B,2022,887.1 M,262.3 M,-5.823 B,6.17 B,-530 M,1.031 B,-5.375 B,5.614 B,117.2 M,533 M,-4.511 B,4.817 B,-407.2 M
1717,Ausnutria Dairy Corporation Ltd,Consumer Staples,Food Products,"Food, Beverage & Tobacco",885.2 M,2022,-13.88 M,-62.041 M,54.583 M,53.789 M,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
1618,Metallurgical Corporation of China Ltd.,Industrials,Construction & Engineering,Capital Goods,9.37 B,2022,2.088 B,2.074 B,-2.374 B,2.872 B,923.7 M,534.1 M,-2.07 B,3.93 B,-97.723 M,1.215 B,-1.312 B,3.691 B,-776.3 M
750,China Shuifa Singyes Energy Holdings Limited,Industrials,Construction & Engineering,Capital Goods,212 M,2022,-163.9 M,-39.268 M,-46.819 M,-46.138 M,17.348 M,17.096 M,-4.987 M,-4.794 M,-6.814 M,-6.798 M,9.277 M,9.039 M,-9.83 M
1368,Xtep International Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,2.947 B,2022,29.989 M,47.311 M,-34.802 M,-36.776 M,-21.77 M,-21.453 M,43.647 M,43.012 M,-7.469 M,-7.18 M,14.931 M,14.895 M,20.274 M
757,Solargiga Energy Holdings Limited,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,116.4 M,2022,30.237 M,-2.064 M,0 K,0 K,14.831 M,14.615 M,20.451 M,19.661 M,5.496 M,5.483 M,22.529 M,21.951 M,-7.842 M
848,Maoye International Holdings Limited,Consumer Discretionary,Multiline Retail,Retailing,159.1 M,2022,-,NA,56.13 M,59.314 M,54.578 M,53.784 M,-9.164 M,-9.031 M,55.012 M,52.887 M,-2.385 M,-2.379 M,57.43 M
1665,Pentamaster International Limited,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,253.8 M,2022,4.414 M,7.552 M,-5.185 M,-1.29 M,9.797 M,5.399 M,10.103 M,1.847 M,-1.945 M,3.212 M,1.5 M,1.598 M,363.339 K
196,Honghua Group Limited,Energy,Energy Equipment & Services,Energy,153.4 M,2022,-101.5 M,-36.155 M,-17.446 M,-17.193 M,-64.845 M,-63.901 M,20.664 M,19.865 M,-44.982 M,-44.874 M,25.292 M,24.643 M,-43.857 M
3808,Sinotruk (Hong Kong) Limited,Industrials,Machinery,Capital Goods,3.946 B,2022,-564.4 M,41.082 M,-338.5 M,-333.6 M,-110.4 M,-108.8 M,388.7 M,373.7 M,946.8 M,944.5 M,281.2 M,0 K,286.4 M
1230,Yashili International Holdings Ltd,Consumer Staples,Food Products,"Food, Beverage & Tobacco",713.4 M,2022,-111.6 M,-68.244 M,9.231 M,9.097 M,-46.601 M,-45.923 M,9.174 M,8.819 M,-7.327 M,-7.309 M,21.038 M,20.498 M,-15.466 M
1238,Powerlong Real Estate Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,791.2 M,2022,1.992 B,509.6 M,541.9 M,534 M,-418.5 M,-412.4 M,-1.029 B,-989 M,73.191 M,73.015 M,13.813 M,13.458 M,161.4 M
1128,"Wynn Macau, Limited",Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,4.912 B,2022,-308.3 M,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
2139,"Bank of Gansu Co., Ltd.",Financials,Banks,Banks,1.728 B,2022,-3.276 B,-1.57 B,-96.887 M,-95.477 M,-1.479 B,-1.457 B,-1.7 B,1.464 B,-1.501 B,564.3 M,-7.533 B,4.955 B,-255.7 M
1044,Hengan International Group Company Limited,Consumer Staples,Personal Products,Household & Personal Products,5.33 B,2022,-,NA,132.7 M,140.2 M,148.7 M,146.6 M,149.6 M,147.4 M,123.6 M,118.8 M,188.8 M,188.3 M,141.4 M
1198,Royale Home Holdings Limited,Consumer Discretionary,Household Durables,Consumer Durables & Apparel,662.1 M,2022,-92.342 M,-5.529 M,-40.914 M,-40.976 M,35.741 M,35.697 M,12.974 M,12.978 M,-5.108 M,-5.107 M,14.712 M,14.627 M,-5.938 M
440,Dah Sing Financial Holdings Limited,Financials,Banks,Banks,792.2 M,2022,-502.6 M,86.604 M,-339.9 M,-340.4 M,72.681 M,72.591 M,-518.4 M,-518.5 M,-369.6 M,-369.5 M,133.7 M,133 M,42.645 M
934,Sinopec Kantons Holdings Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,855.1 M,2022,-,NA,4.436 M,4.443 M,12.924 M,12.944 M,-5.345 M,-5.338 M,0 K,0 K,9.119 M,9.117 M,6.509 M
326,China Star Entertainment Limited,Communication Services,Entertainment,Media,203.8 M,2022,-36.833 M,-1.489 M,0 K,0 K,-7.168 M,0 K,-13.374 M,-13.378 M,-3.007 M,-3.007 M,8.244 M,8.196 M,-63.641 M
683,Kerry Properties Limited,Real Estate,Real Estate Management & Development,Real Estate,3.744 B,2022,305.8 M,-10.243 M,164.2 M,164.4 M,182.4 M,182.1 M,421.4 M,421.6 M,-41.18 M,-41.169 M,111.7 M,111.1 M,130 M
28,Tian An China Investments Company Limited,Real Estate,Real Estate Management & Development,Real Estate,747.1 M,2022,-,NA,17.667 M,17.697 M,63.864 M,63.961 M,-14.881 M,-14.863 M,14.334 M,14.339 M,-64.411 M,-64.393 M,-25.893 M
2388,BOC Hong Kong (Holdings) Limited,Financials,Banks,Banks,33.874 B,2022,21.625 B,1.12 B,9.757 B,9.772 B,-23.926 B,-23.897 B,-1.94 B,-1.941 B,-3.978 B,-3.977 B,-677.5 M,-673.5 M,-16.897 B
255,Lung Kee (Bermuda) Holdings Limited,Industrials,Machinery,Capital Goods,200.4 M,2022,-,NA,-5.91 M,-5.92 M,-1.903 M,-1.906 M,11.726 M,11.712 M,7.206 M,7.208 M,8.381 M,8.378 M,6.51 M
14,Hysan Development Company Limited,Real Estate,Real Estate Management & Development,Real Estate,2.865 B,2022,-,NA,78.247 M,78.384 M,76.508 M,76.624 M,82.621 M,82.52 M,69.784 M,69.806 M,61.802 M,61.785 M,103.1 M
2338,"Weichai Power Co., Ltd.",Industrials,Machinery,Capital Goods,12.729 B,2022,-480.8 M,301 M,-1.023 B,1.43 B,-396.1 M,1.721 B,-582 M,2.948 B,-454.6 M,1.704 B,-1.549 B,2.621 B,-393.7 M
611,China Nuclear Energy Technology Corporation Limited,Industrials,Construction & Engineering,Capital Goods,103.8 M,2022,-43.57 M,-30.24 M,0 K,0 K,7.293 M,0 K,-11.355 M,-11.359 M,-33.508 M,-33.499 M,-24.44 M,-24.299 M,-6.968 M
8137,Honbridge Holdings Limited,Industrials,Electrical Equipment,Capital Goods,1.092 B,2022,17.255 M,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
860,Apollo Future Mobility Group Limited,Consumer Discretionary,Distributors,Retailing,175.1 M,2022,-,NA,5.405 M,5.43 M,-12.025 M,-12.057 M,-6.648 M,-6.666 M,-17.835 M,-17.833 M,-12.578 M,-12.513 M,-4.32 M
293,Cathay Pacific Airways Limited,Industrials,Airlines,Transportation,6.011 B,2022,1.807 B,627.4 M,271.3 M,271.7 M,394.4 M,395 M,26.338 M,26.306 M,-641.1 M,-641.3 M,-630.2 M,-630 M,61.406 M
2488,Launch Tech Company Limited,Consumer Discretionary,Auto Components,Automobiles & Components,120.6 M,2022,-,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
2348,Dawnrays Pharmaceutical (Holdings) Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",255.9 M,2022,23.489 M,7.856 M,4.544 M,4.478 M,1.728 M,1.703 M,4.827 M,4.641 M,7.132 M,7.115 M,10.172 M,9.911 M,7.308 M
251,S E A Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,145.7 M,2022,5.537 M,7.533 M,-4.781 M,-4.789 M,13.934 M,13.917 M,12.36 M,12.364 M,17.348 M,17.343 M,19.046 M,18.935 M,21.402 M
525,Guangshen Railway Company Limited,Industrials,Road & Rail,Transportation,1.904 B,2022,-169.2 M,-93.285 M,-50.231 M,9.542 M,-20.85 M,71.856 M,-68.364 M,18.672 M,43.684 M,3.403 M,5.687 M,-32.567 M,29.501 M
535,Gemdale Properties and Investment Corporation Limited,Real Estate,Real Estate Management & Development,Real Estate,1.1 B,2022,456.9 M,-125.5 M,366.1 M,360.8 M,-357.3 M,-352.1 M,-297.5 M,-286 M,-11.31 M,-11.283 M,630.5 M,614.4 M,-336.7 M
86,Sun Hung Kai & Co. Limited,Financials,Consumer Finance,Diversified Financials,756.8 M,2022,-,NA,136.2 M,136.4 M,-130.6 M,-130.8 M,32.759 M,32.718 M,-16.195 M,-16.2 M,126.1 M,126.1 M,57.049 M
726,DIT Group Limited,Real Estate,Real Estate Management & Development,Real Estate,126.4 M,2022,-56.168 M,-14.241 M,-13.957 M,-13.978 M,-35.938 M,-35.894 M,-17.019 M,-17.024 M,-8.444 M,-8.442 M,538.859 K,535.745 K,-7.487 M
867,China Medical System Holdings Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",3.811 B,2022,512.5 M,147 M,107.7 M,113.8 M,82.624 M,81.423 M,110 M,108.4 M,94.382 M,90.736 M,100.6 M,100.4 M,85.599 M
2779,China Xinhua Education Group Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,178.3 M,2022,57.831 M,-5.998 M,36.47 M,35.94 M,-3.598 M,-3.546 M,36.368 M,34.963 M,-11.887 M,-11.859 M,11.745 M,11.443 M,-4.898 M
1029,IRC Limited,Materials,Metals & Mining,Materials,112.9 M,2022,114 M,20.763 M,36.247 M,36.247 M,39.7 M,39.7 M,19.867 M,19.867 M,9.211 M,9.211 M,8.325 M,8.325 M,5.668 M
2377,"China Boqi Environmental (Holding) Co., Ltd.",Industrials,Commercial Services & Supplies,Commercial & Professional Services,120.4 M,2022,-,NA,-5.993 M,-6.333 M,-2.291 M,-2.257 M,-7.056 M,-6.954 M,7.15 M,6.874 M,-4.463 M,-4.452 M,2.558 M
2238,"Guangzhou Automobile Group Co., Ltd.",Consumer Discretionary,Automobiles,Automobiles & Components,12.358 B,2022,-990 M,-549.5 M,-776.8 M,-21.84 M,-170 M,-567.7 M,-1.058 B,428.8 M,-356.9 M,-199.9 M,-1.191 B,867.8 M,-1.06 B
1733,E-Commodities Holdings Limited,Industrials,Trading Companies & Distributors,Capital Goods,496 M,2022,-,NA,17.658 M,17.689 M,180.4 M,180.7 M,-45.188 M,-45.133 M,16.985 M,16.99 M,144.2 M,144.1 M,12.863 M
2233,West China Cement Limited,Materials,Construction Materials,Materials,651.3 M,2022,-92.217 M,-22.144 M,-26.519 M,-26.133 M,-85.547 M,-84.301 M,26.988 M,25.945 M,-24.439 M,-24.38 M,21.071 M,20.53 M,57.274 M
951,Chaowei Power Holdings Limited,Consumer Discretionary,Auto Components,Automobiles & Components,263 M,2022,169.8 M,-36.355 M,125.8 M,124 M,-83.145 M,-81.934 M,-52.378 M,-50.355 M,83.831 M,83.63 M,-43.548 M,-42.43 M,50.467 M
1308,SITC International Holdings Company Limited,Industrials,Marine,Transportation,5.741 B,2022,1.514 B,295.3 M,461.9 M,461.9 M,335 M,335 M,238.1 M,238.1 M,83.341 M,83.341 M,73.8 M,73.8 M,55.022 M
220,Uni-President China Holdings Ltd,Consumer Staples,Food Products,"Food, Beverage & Tobacco",4.534 B,2022,-,NA,-1.748 M,-1.848 M,140 M,137.9 M,20.469 M,20.171 M,149.8 M,144 M,66.616 M,66.456 M,134.8 M
189,Dongyue Group Limited,Materials,Chemicals,Materials,2.354 B,2022,112.7 M,74.296 M,-14.742 M,-14.528 M,11.15 M,10.988 M,17.884 M,17.193 M,20.642 M,20.593 M,9.793 M,9.542 M,51.488 M
906,CPMC Holdings Limited,Materials,Containers & Packaging,Materials,631.2 M,2022,-1.741 M,39.45 M,-42.787 M,-45.214 M,42.332 M,41.716 M,-42.069 M,-41.456 M,42.404 M,40.766 M,-3.463 M,-3.454 M,13.845 M
2002,China Sunshine Paper Holdings Company Limited,Materials,Containers & Packaging,Materials,274 M,2022,-25.318 M,-5.584 M,-7.776 M,-7.663 M,16.354 M,16.115 M,26.804 M,25.769 M,-4.484 M,-4.473 M,23.456 M,22.854 M,32.608 M
486,"United Company RUSAL, International Public Joint-Stock Company",Materials,Metals & Mining,Materials,7.626 B,2022,-1.614 B,-100 M,-707 M,-707 M,-70.5 M,-70.5 M,61.5 M,61.5 M,216.5 M,216.5 M,-109.5 M,-109.5 M,137 M
1928,Sands China Ltd.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,27.425 B,2022,-714 M,-150.5 M,-206.5 M,-206.5 M,-111 M,-111 M,-127 M,-127 M,-315 M,-315 M,-602.5 M,-602.5 M,409 M
3738,Vobile Group Limited,Information Technology,Software,Software & Services,1.11 B,2022,1.512 M,203.81 K,556.014 K,556.859 K,-2.788 M,-2.785 M,-643.472 K,-643.675 K,2.804 M,2.804 M,-1.791 M,-1.791 M,-2.513 M
1866,China XLX Fertiliser Ltd.,Materials,Chemicals,Materials,735.2 M,2022,-146.8 M,-25.586 M,-51.867 M,-51.112 M,-29.622 M,-29.191 M,-70.616 M,-67.888 M,-91.629 M,-91.409 M,-20.304 M,-19.783 M,-20.596 M
837,Carpenter Tan Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,106.5 M,2022,9.57 M,2.329 M,2.721 M,2.681 M,756.996 K,745.975 K,6.886 M,6.62 M,-980.539 K,-978.186 K,4.801 M,4.678 M,2.7 M
1628,Yuzhou Group Holdings Company Limited,Real Estate,Real Estate Management & Development,Real Estate,233.4 M,2022,649.7 M,-109.6 M,451.8 M,445.2 M,-308.4 M,-304 M,-544.6 M,-523.6 M,440.9 M,439.8 M,-113.7 M,-110.8 M,-313.1 M
737,Shenzhen Investment Holdings Bay Area Development Company Limited,Industrials,Transportation Infrastructure,Transportation,738.1 M,2022,-7.403 M,-2.642 M,-3.227 M,-1.591 M,-87.175 K,-2.108 M,-1.524 M,-24.358 M,-2.452 M,-2.357 M,-1.417 M,-1.414 M,-1.354 M
604,Shenzhen Investment Limited,Real Estate,Real Estate Management & Development,Real Estate,1.451 B,2022,-3.398 B,-1.244 B,-460.5 M,-461.2 M,-32.098 M,-32.059 M,-530.9 M,-531.1 M,254.9 M,254.9 M,93.985 M,93.442 M,127.7 M
2899,Zijin Mining Group Company Limited,Materials,Metals & Mining,Materials,40.854 B,2022,1.463 B,630.5 M,361.9 M,436.3 M,260.3 M,17.385 M,207.6 M,-199.4 M,-151.6 M,291.3 M,92.409 M,-194.4 M,-65.419 M
775,"CK Life Sciences Int'l., (Holdings) Inc.",Healthcare,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",930.5 M,2022,-,NA,13.637 M,13.661 M,11.403 M,11.42 M,1.904 M,1.902 M,4.499 M,4.5 M,8.113 M,8.111 M,2.896 M
2628,China Life Insurance Company Limited,Financials,Insurance,Insurance,102 B,2022,45.649 B,10.081 B,27.412 B,5.931 B,7.314 B,5.565 B,24.443 B,9.536 B,8.061 B,7.925 B,17.447 B,10.529 B,7.538 B
827,Ko Yo Chemical (Group) Limited,Materials,Chemicals,Materials,120.6 M,2022,-8.086 M,16.446 M,-20.671 M,-20.37 M,2.677 M,2.638 M,-3.351 M,-3.221 M,-642.347 K,-640.805 K,3.606 M,3.514 M,-9.249 M
89,Tai Sang Land Development Limited,Real Estate,Real Estate Management & Development,Real Estate,148.1 M,2022,21.097 M,6.117 M,4.471 M,4.478 M,4.675 M,4.669 M,4.978 M,4.98 M,4.752 M,4.751 M,5.237 M,5.207 M,5.477 M
2313,Shenzhou International Group Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,16.364 B,2022,103.6 M,-14.261 M,68.819 M,67.818 M,41.715 M,41.108 M,145.4 M,139.8 M,109.6 M,109.3 M,148.8 M,145 M,72.062 M
547,Digital Domain Holdings Limited,Communication Services,Entertainment,Media,137.9 M,2022,-13.934 M,-2.498 M,-4.502 M,-4.509 M,-3.305 M,-3.301 M,-1.551 M,-1.552 M,-5.529 M,-5.527 M,-3.67 M,-3.648 M,-13.107 M
1432,China Shengmu Organic Milk Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",324.6 M,2022,26.124 M,-4.971 M,18.732 M,18.459 M,-1.069 M,-1.054 M,14.195 M,13.646 M,14.737 M,14.702 M,-14.794 M,-14.414 M,32.214 M
1171,Yankuang Energy Group Company Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,17.743 B,2022,5.916 B,2.366 B,1.338 B,33.528 M,2.327 B,2.026 B,-463.9 M,134.2 M,1.527 B,811.5 M,-823.7 M,79.559 M,1.105 B
995,Anhui Expressway Company Limited,Industrials,Transportation Infrastructure,Transportation,1.942 B,2022,111.2 M,-69.253 M,75.596 M,39.545 M,106.8 M,65.473 M,48.129 M,52.868 M,113.5 M,12.681 M,-8.989 M,11.172 M,20.756 M
1208,MMG Limited,Materials,Metals & Mining,Materials,2.432 B,2022,267.6 M,168.4 M,-34.65 M,-34.65 M,473.8 M,473.8 M,517.1 M,517.1 M,365.8 M,365.8 M,56.05 M,56.05 M,263.1 M
1168,Sinolink Worldwide Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,134 M,2022,-,NA,-8.232 M,-8.246 M,-2.203 M,-2.207 M,2.64 M,2.637 M,14.25 M,14.255 M,4.11 M,4.109 M,-18.754 M
232,Continental Aerospace Technologies Holding Limited,Industrials,Aerospace & Defense,Capital Goods,115 M,2022,12.55 M,8.399 M,-2.123 M,-2.126 M,-1.547 M,-1.545 M,402.129 K,402.257 K,-8.573 M,-8.571 M,-3.469 M,-3.449 M,-2.568 M
3633,Zhongyu Energy Holdings Limited,Utilities,Gas Utilities,Utilities,1.892 B,2022,103.6 M,60.133 M,-8.279 M,-8.292 M,26.519 M,26.487 M,-39.007 M,-39.019 M,39.856 M,39.845 M,-62.043 M,-61.685 M,22.399 M
1184,S.A.S. Dragon Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,274.3 M,2022,-90.16 M,-74.668 M,29.649 M,29.694 M,-8.019 M,-8.01 M,78.196 M,78.221 M,-57.473 M,-57.457 M,49.665 M,49.378 M,34.849 M
393,Glorious Sun Enterprises Limited,Consumer Discretionary,Specialty Retail,Retailing,151.8 M,2022,1.295 M,-2.045 M,2.706 M,2.71 M,-4.471 M,-4.465 M,7.67 M,7.673 M,4.205 M,4.204 M,11.441 M,11.375 M,-939.446 K
1180,Paradise Entertainment Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,119.3 M,2022,-10.456 M,-2.858 M,-2.39 M,-2.394 M,635.084 K,634.301 K,-3.08 M,-3.081 M,-2.556 M,-2.555 M,-3.015 M,-2.997 M,812.262 K
6826,"Shanghai Haohai Biological Technology Co., Ltd.",Healthcare,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",1.624 B,2022,8.368 M,2.166 M,3.621 M,-4.893 M,7.721 M,2.113 M,5.127 M,-3.723 M,14.55 M,2.672 M,0 K,0 K,21.864 M
158,Melbourne Enterprises Limited,Real Estate,Real Estate Management & Development,Real Estate,388.9 M,2022,10.742 M,3.431 M,1.945 M,1.954 M,3.317 M,3.325 M,1.484 M,1.488 M,4.23 M,4.229 M,3.338 M,3.321 M,6.064 M
168,Tsingtao Brewery Company Limited,Consumer Staples,Beverages,"Food, Beverage & Tobacco",17.031 B,2022,449.3 M,114 M,505 M,81.702 M,-97.517 M,109.6 M,335.4 M,328.9 M,-200.1 M,80.284 M,568.7 M,56.595 M,-118.8 M
522,ASMPT Limited,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,4.104 B,2022,-,NA,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
27,Galaxy Entertainment Group Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,28.708 B,2022,-,NA,-299.7 M,-300.2 M,-258.3 M,-258.7 M,-410.1 M,-409.5 M,-585.2 M,-585.4 M,-279.3 M,-279.2 M,543.4 M
1476,"Hengtai Securities Co., Ltd",Financials,Capital Markets,Diversified Financials,929 M,2022,465.4 M,120.6 M,125 M,123.2 M,-74.727 M,-73.639 M,-111.6 M,-107.3 M,31.144 M,329.4 M,97.359 M,94.861 M,-590.5 M
6805,Kimou Environmental Holding Limited,Industrials,Commercial Services & Supplies,Commercial & Professional Services,130.2 M,2022,-,NA,18.643 M,19.7 M,12.948 M,12.76 M,14.929 M,14.711 M,11.319 M,10.882 M,7.981 M,7.961 M,10.038 M
1833,Ping An Healthcare and Technology Company Limited,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,3.193 B,2022,-122.5 M,-52.296 M,-7.53 M,-7.957 M,-89.563 M,-88.261 M,-27.396 M,-26.997 M,-60.619 M,-58.277 M,-27.176 M,-27.111 M,-6.105 M
1760,Intron Technology Holdings Limited,Consumer Discretionary,Auto Components,Automobiles & Components,659.1 M,2022,-26.83 M,-2.647 M,-11.502 M,-11.335 M,6.36 M,6.267 M,-889.963 K,-855.584 K,6.36 M,6.345 M,5.391 M,5.253 M,-12.868 M
1748,Xin Yuan Enterprises Group Limited,Industrials,Marine,Transportation,144.1 M,2022,14.875 M,3.966 M,3.471 M,3.471 M,2.475 M,2.475 M,4.751 M,4.751 M,5.962 M,5.962 M,-12.069 M,-12.069 M,3.502 M
3700,Inkeverse Group Limited,Communication Services,Interactive Media & Services,Media,266.7 M,2022,137 M,29.561 M,42.705 M,42.084 M,-471.884 K,-465.013 K,12.519 M,12.036 M,-1.196 M,-1.193 M,6.433 M,6.268 M,241.455 K
788,China Tower Corporation Limited,Communication Services,Diversified Telecommunication Services,Telecommunication Services,21.749 B,2022,5.533 B,1.04 B,1.709 B,1.256 B,1.785 B,1.739 B,313.5 M,520.5 M,917.6 M,141.5 M,831.4 M,977.4 M,1.556 B
1725,Hong Kong Aerospace Technology Group Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,461.3 M,2022,-74.501 M,-14.093 M,-25.213 M,-24.847 M,-8.804 M,-8.676 M,2.01 M,1.932 M,1.754 M,1.75 M,-228.497 K,-222.633 K,604.439 K
6190,"Bank of Jiujiang Co., Ltd.",Financials,Banks,Banks,2.926 B,2022,-4.96 B,NA,NA,0 K,0 K,0 K,0 K,-1.83 B,-1.759 B,748.2 M,746.4 M,-1.853 B,-1.806 B
1731,Prosperous Industrial (Holdings) Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,101.3 M,2022,-3.368 M,149 K,-1.833 M,-1.833 M,-3.173 M,-3.173 M,12.308 M,12.308 M,3.712 M,3.712 M,7.034 M,7.034 M,-8.991 M
