Ticker,Name,Sector,Industry,Industry Group,Market Cap,Last Reported Fiscal Year,Revenue,Revenue FQ-1,Revenue FQ-2,Revenue FQ-3,Revenue FQ-4,Revenue FQ-5,Revenue FQ-6,Revenue FQ-7,Revenue FQ-8,Revenue FQ-9,Revenue FQ-10,Revenue FQ-11,Revenue FQ-12
1989,Pine Care Group Limited,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,103.5 M,2023,34.081 M,8.305 M,8.756 M,8.797 M,8.386 M,8.408 M,8.028 M,8.05 M,7.799 M,7.799 M,7.142 M,7.105 M,6.802 M
1283,Accel Group Holdings Limited,Industrials,Construction & Engineering,Capital Goods,129.4 M,2023,61.172 M,13.623 M,17.004 M,17.084 M,18.044 M,18.091 M,17.295 M,17.343 M,15.484 M,15.483 M,16.836 M,16.75 M,16.669 M
9913,Chi Kan Holdings Limited,Industrials,Construction & Engineering,Capital Goods,270.1 M,2023,203.2 M,49.447 M,52.27 M,52.516 M,48.521 M,48.649 M,26.476 M,26.55 M,26.745 M,26.743 M,24.518 M,24.393 M,19.502 M
6889,"DYNAM JAPAN HOLDINGS Co., Ltd.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,479.5 M,2023,763.1 M,207.1 M,222.8 M,235.6 M,228.7 M,229.1 M,237.6 M,254.8 M,218 M,213 M,318.2 M,314.9 M,342.5 M
1468,Kingkey Financial International (Holdings) Limited,Financials,Capital Markets,Diversified Financials,1.554 B,2023,20.436 M,6.19 M,4.039 M,4.058 M,4.095 M,4.106 M,4.288 M,4.3 M,5.288 M,5.288 M,3.756 M,3.737 M,4.262 M
1243,Wang On Properties Limited,Real Estate,Real Estate Management & Development,Real Estate,110.4 M,2023,164.2 M,80.336 M,2.1 M,2.109 M,664.506 K,666.252 K,5.739 M,5.754 M,16.148 M,16.147 M,9.555 M,9.506 M,141.9 M
1499,OKG Technology Holdings Limited,Industrials,Construction & Engineering,Capital Goods,242.9 M,2023,47.974 M,11.608 M,12.409 M,12.468 M,12.281 M,12.313 M,13.925 M,13.963 M,15.255 M,15.255 M,18.191 M,18.098 M,18.39 M
2708,IBO Technology Company Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,119 M,2023,161.1 M,27.324 M,61.51 M,61.371 M,20.645 M,20.619 M,28.207 M,28.314 M,14.04 M,13.493 M,17.109 M,17.402 M,17.171 M
1729,Time Interconnect Technology Limited,Industrials,Electrical Equipment,Capital Goods,421.4 M,2023,653.5 M,209 M,118.1 M,118.6 M,111.8 M,112.1 M,100.7 M,101 M,93.011 M,93.005 M,81.02 M,80.607 M,97.216 M
1082,Bradaverse Education (Int'l) Investments Group Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,129.2 M,2023,13.097 M,-,3.424 M,3.43 M,2.698 M,2.702 M,1.957 M,1.954 M,880.428 K,880.706 K,1.398 M,1.398 M,2.995 M
2221,New Concepts Holdings Limited,Industrials,Construction & Engineering,Capital Goods,120.7 M,2023,80.374 M,18.449 M,21.79 M,21.893 M,20.134 M,20.187 M,15.862 M,15.905 M,22.252 M,22.251 M,11.446 M,21.471 M,25.044 M
6819,IntelliCentrics Global Holdings Ltd.,Healthcare,Health Care Technology,Healthcare Equipment & Services,288.8 M,2023,42.303 M,11.091 M,10.061 M,10.061 M,10.286 M,10.286 M,9.318 M,9.318 M,9.515 M,9.515 M,-,-,9.079 M
1271,Grand Ming Group Holdings Limited,Industrials,Construction & Engineering,Capital Goods,1.082 B,2023,656.3 M,313.5 M,14.792 M,14.862 M,37.646 M,37.745 M,45.425 M,45.55 M,50.718 M,50.715 M,34.512 M,34.336 M,23.442 M
992,Lenovo Group Limited,Information Technology,"Technology Hardware, Storage & Peripherals",Technology Hardware & Equipment,13.581 B,2023,66.006 B,17.09 B,16.956 B,16.694 B,20.127 B,17.869 B,16.929 B,15.63 B,17.245 B,14.519 B,13.348 B,10.579 B,14.103 B
711,Asia Allied Infrastructure Holdings Limited,Industrials,Construction & Engineering,Capital Goods,118.2 M,2023,1.027 B,265 M,249.1 M,250.2 M,245.3 M,246 M,238 M,238.7 M,247.3 M,247.3 M,267.2 M,265.9 M,246.1 M
213,National Electronics Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,111.3 M,2023,74.747 M,16.968 M,20.454 M,20.55 M,24.029 M,24.092 M,22.089 M,22.15 M,70.928 M,70.924 M,18.777 M,18.681 M,24.417 M
57,Chen Hsong Holdings Limited,Industrials,Machinery,Capital Goods,147 M,2023,317.6 M,84.217 M,74.791 M,75.143 M,100 M,100.3 M,85.575 M,85.812 M,66.454 M,66.45 M,47.21 M,46.969 M,49.846 M
1140,Wealthking Investments Limited,Financials,Capital Markets,Diversified Financials,495.9 M,2023,16.717 M,5.474 M,2.892 M,2.906 M,3.206 M,3.215 M,4.125 M,4.136 M,3.114 M,3.114 M,4.892 M,4.867 M,6.771 M
1709,DL Holdings Group Limited,Financials,Capital Markets,Diversified Financials,495.2 M,2023,34.136 M,7.558 M,9.532 M,9.577 M,9.704 M,9.729 M,16.37 M,16.415 M,10.851 M,10.85 M,6.021 M,5.99 M,8.461 M
237,"Safety Godown Company, Limited",Real Estate,Real Estate Management & Development,Real Estate,117.6 M,2023,12.076 M,1.545 M,4.503 M,4.524 M,4.092 M,4.102 M,3.236 M,3.245 M,6.856 M,6.855 M,1.321 M,1.314 M,4.521 M
2368,Eagle Nice (International) Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,295.1 M,2023,534.7 M,162.3 M,105.3 M,105.8 M,129.7 M,130 M,85.222 M,85.458 M,124.1 M,124.1 M,72.564 M,72.194 M,120.7 M
474,Aceso Life Science Group Limited,Financials,Consumer Finance,Diversified Financials,167.4 M,2023,21.275 M,5.99 M,4.66 M,4.682 M,6.23 M,6.247 M,-16.144 M,-16.188 M,7.871 M,7.87 M,-5.095 M,-5.069 M,3.445 M
825,New World Department Store China Limited,Consumer Discretionary,Multiline Retail,Retailing,193.3 M,2023,202.9 M,46.101 M,54.8 M,54.895 M,71.091 M,71.199 M,72.935 M,72.846 M,74.187 M,74.211 M,57.297 M,57.282 M,89.594 M
374,Four Seas Mercantile Holdings Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",130.2 M,2023,571.8 M,134.6 M,151.7 M,152.4 M,151.2 M,151.6 M,154 M,154.5 M,141 M,141 M,91.738 M,91.27 M,96.049 M
179,Johnson Electric Holdings Limited,Consumer Discretionary,Auto Components,Automobiles & Components,1.056 B,2023,3.542 B,884.9 M,886 M,886 M,837 M,837 M,912.9 M,912.9 M,665.2 M,665.2 M,752.7 M,752.7 M,782.5 M
1221,Sino Hotels (Holdings) Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,327.5 M,2023,17.264 M,4.348 M,4.237 M,4.244 M,3.997 M,4.003 M,3.864 M,3.859 M,3.377 M,3.378 M,3.341 M,3.34 M,6.99 M
147,International Business Settlement Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,181.2 M,2023,16.873 M,5.557 M,2.888 M,2.902 M,16.646 M,16.69 M,5.157 M,5.171 M,344.579 K,344.558 K,7.615 M,7.576 M,17.573 M
149,China Agri-Products Exchange Limited,Real Estate,Real Estate Management & Development,Real Estate,105.2 M,2023,99.164 M,20.486 M,29.164 M,29.301 M,26.449 M,26.518 M,23.033 M,23.097 M,18.865 M,18.864 M,-,-,-
33,International Genius Company,Consumer Discretionary,Distributors,Retailing,134.8 M,2023,34.954 M,12.28 M,5.101 M,5.11 M,13.821 M,13.842 M,-,-,3.023 M,3.023 M,3.023 M,3.023 M,1.607 M
163,Emperor International Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,313.9 M,2023,188.3 M,34.488 M,59.786 M,60.068 M,89.45 M,89.685 M,43.709 M,43.83 M,41.129 M,41.126 M,72.707 M,72.337 M,78.979 M
931,China LNG Group Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,269.6 M,2023,33.392 M,8.195 M,8.522 M,8.562 M,19.207 M,19.257 M,31.241 M,31.328 M,18.677 M,18.676 M,53.709 M,53.435 M,65.368 M
1125,Lai Fung Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,111.8 M,2023,285.3 M,63.859 M,78.643 M,78.672 M,82.142 M,82.316 M,105.7 M,105.7 M,100.2 M,100.2 M,38.783 M,38.773 M,38.613 M
224,Pioneer Global Group Limited,Real Estate,Real Estate Management & Development,Real Estate,148.5 M,2023,32.473 M,5.274 M,10.987 M,11.039 M,7.331 M,7.35 M,13.081 M,13.117 M,6.601 M,6.6 M,2.639 M,2.626 M,6.712 M
1660,Zhaobangji Properties Holdings Limited,Industrials,Trading Companies & Distributors,Capital Goods,236.8 M,2023,33.558 M,8.206 M,8.593 M,8.634 M,8.823 M,8.846 M,7.844 M,7.866 M,7.623 M,7.622 M,7.298 M,7.261 M,9.021 M
8365,Hatcher Group Limited,Financials,Capital Markets,Diversified Financials,140.2 M,2023,10.221 M,1.615 M,3.641 M,2.053 M,1.528 M,821.095 K,770.833 K,1.35 M,1.053 M,1.01 M,1.019 M,3.078 M,634.593 K
2033,Time Watch Investments Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,108.8 M,2023,141.3 M,29.662 M,40.616 M,40.686 M,49.424 M,49.499 M,61.472 M,61.396 M,62.134 M,62.154 M,43.061 M,43.049 M,67.947 M
1373,International Housewares Retail Company Limited,Consumer Discretionary,Specialty Retail,Retailing,258.6 M,2023,381.3 M,88.323 M,102.4 M,103 M,84.461 M,84.563 M,88.247 M,88.413 M,85.229 M,85.255 M,89.049 M,88.887 M,74.128 M
985,CST Group Limited,Financials,Capital Markets,Diversified Financials,107.8 M,2023,156.6 M,55.7 M,22.619 M,22.619 M,11.898 M,11.898 M,10.989 M,10.989 M,28.366 M,28.366 M,42.602 M,42.602 M,55.576 M
367,Chuang's Consortium International Limited,Real Estate,Real Estate Management & Development,Real Estate,138.5 M,2023,37.332 M,8.948 M,-,-,30.932 M,31.013 M,13.946 M,16.219 M,119.3 M,119.3 M,20.433 M,20.329 M,18.829 M
411,Lam Soon (Hong Kong) Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",294.5 M,2023,716.8 M,172.9 M,183.5 M,183.8 M,206.9 M,207.3 M,174.5 M,174.3 M,196.8 M,196.9 M,145.7 M,145.7 M,183.6 M
26,"China Motor Bus Company, Limited",Real Estate,Real Estate Management & Development,Real Estate,441.5 M,2023,18.908 M,4.862 M,4.54 M,4.548 M,4.219 M,4.225 M,4.652 M,4.646 M,4.755 M,4.756 M,5.598 M,5.596 M,6.926 M
1023,Sitoy Group Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,107.6 M,2023,239.5 M,60.925 M,58.192 M,58.293 M,59.81 M,59.901 M,41.453 M,41.402 M,43.258 M,43.271 M,42.576 M,42.565 M,73.721 M
160,"Hon Kwok Land Investment Company, Limited",Real Estate,Real Estate Management & Development,Real Estate,194.6 M,2023,143.6 M,40.085 M,31.781 M,31.931 M,39.075 M,39.178 M,33.886 M,33.979 M,48.347 M,48.344 M,17.01 M,16.924 M,23.905 M
1428,Bright Smart Securities & Commodities Group Limited,Financials,Capital Markets,Diversified Financials,296.2 M,2023,130.8 M,31.358 M,34.14 M,34.301 M,36.602 M,36.699 M,43.285 M,43.404 M,39.376 M,39.373 M,32.686 M,32.52 M,29.119 M
938,Man Sang International Limited,Real Estate,Real Estate Management & Development,Real Estate,137.7 M,2023,19.178 M,5.284 M,4.316 M,4.337 M,3.149 M,3.158 M,5.015 M,5.029 M,5.21 M,5.209 M,6.852 M,6.817 M,1.888 M
29,Dynamic Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,301.9 M,2023,9.427 M,2.279 M,2.409 M,2.413 M,2.4 M,2.404 M,2.526 M,2.523 M,2.482 M,2.483 M,2.39 M,2.39 M,2.827 M
105,Associated International Hotels Limited,Real Estate,Real Estate Management & Development,Real Estate,429.7 M,2023,37.572 M,9.771 M,9.037 M,9.079 M,10.26 M,10.287 M,12.334 M,12.368 M,15.64 M,15.639 M,18.615 M,18.52 M,19.134 M
266,Tian Teck Land Limited,Real Estate,Real Estate Management & Development,Real Estate,238.9 M,2023,38.78 M,10.085 M,9.328 M,9.372 M,10.547 M,10.575 M,12.662 M,12.697 M,16.001 M,16 M,18.986 M,18.889 M,19.5 M
1104,APAC Resources Limited,Industrials,Trading Companies & Distributors,Capital Goods,177.5 M,2023,48.003 M,6.939 M,16.934 M,16.964 M,5.318 M,5.326 M,16.615 M,16.594 M,19.774 M,19.78 M,7.959 M,7.957 M,20.093 M
279,Arta TechFin Corporation Limited,Financials,Capital Markets,Diversified Financials,275 M,2023,-3.685 M,542.061 K,-2.389 M,-2.401 M,-19.181 M,-19.232 M,-19.316 M,-19.369 M,-19.837 M,-19.836 M,-19.213 M,-19.115 M,-37.208 M
1341,Hao Tian International Construction Investment Group Limited,Industrials,Trading Companies & Distributors,Capital Goods,231.2 M,2023,29.428 M,7.837 M,6.894 M,6.926 M,7.194 M,7.212 M,6.496 M,6.514 M,7.677 M,7.677 M,7.61 M,7.571 M,4.721 M
391,Mei Ah Entertainment Group Limited,Communication Services,Entertainment,Media,200 M,2023,8.742 M,1.88 M,2.497 M,2.508 M,2.512 M,2.518 M,4.061 M,4.072 M,2.094 M,2.094 M,6.2 M,6.168 M,3.667 M
677,Golden Resources Development International Limited,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,278.9 M,2023,248.5 M,65.631 M,58.769 M,59.046 M,54.82 M,54.964 M,54.177 M,54.327 M,49.808 M,49.805 M,58.136 M,57.84 M,53.27 M
335,Upbest Group Limited,Financials,Consumer Finance,Diversified Financials,205 M,2023,12.264 M,3.701 M,2.438 M,2.449 M,4.427 M,4.438 M,2.763 M,2.771 M,3.815 M,3.815 M,3.879 M,3.86 M,4.749 M
113,Dickson Concepts (International) Limited,Consumer Discretionary,Specialty Retail,Retailing,201.9 M,2023,258.6 M,64.269 M,65.202 M,65.509 M,64.154 M,64.323 M,83.255 M,83.485 M,63.294 M,63.29 M,78.991 M,78.589 M,109.3 M
202,EverChina Int'l Holdings Company Limited,Real Estate,Real Estate Management & Development,Real Estate,161.7 M,2023,20.153 M,4.699 M,5.39 M,5.416 M,4.168 M,4.179 M,4.636 M,4.649 M,3.549 M,3.549 M,4.342 M,4.319 M,4.458 M
1726,HKE Holdings Limited,Industrials,Construction & Engineering,Capital Goods,179.2 M,2023,8.708 M,2.293 M,1.827 M,1.873 M,1.843 M,1.83 M,2.151 M,2.15 M,1.705 M,1.65 M,1.082 M,1.061 M,1.72 M
2360,Best Mart 360 Holdings Limited,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,284.1 M,2023,274.2 M,65.752 M,71.525 M,71.862 M,55.428 M,55.573 M,59.076 M,59.239 M,45.767 M,45.764 M,40.024 M,39.82 M,38.905 M
129,Asia Standard International Group Limited,Real Estate,Real Estate Management & Development,Real Estate,107.6 M,2023,294.9 M,69.031 M,78.626 M,78.997 M,82.079 M,82.295 M,76.982 M,77.195 M,81.447 M,81.442 M,71.893 M,71.527 M,80.399 M
259,Yeebo (International Holdings) Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,362.6 M,2023,176.2 M,46.831 M,41.364 M,41.559 M,39.732 M,39.836 M,29.353 M,29.434 M,28.103 M,28.101 M,23.359 M,23.24 M,28.768 M
900,AEON Credit Service (Asia) Company Limited,Financials,Consumer Finance,Diversified Financials,270.5 M,2023,130.1 M,31.979 M,31.757 M,32.453 M,30.109 M,29.622 M,32.802 M,28.241 M,30.072 M,27.768 M,27.56 M,31.672 M,31.905 M
186,Nimble Holdings Company Limited,Consumer Discretionary,Distributors,Retailing,188.9 M,2023,67.391 M,14.847 M,18.894 M,18.983 M,8.157 M,8.178 M,-,-,4.516 M,4.516 M,386.964 K,7.828 M,7.528 M
896,Hanison Construction Holdings Limited,Industrials,Construction & Engineering,Capital Goods,158.4 M,2023,165.8 M,36.09 M,46.907 M,47.128 M,45.183 M,45.302 M,51.305 M,51.447 M,42.186 M,42.183 M,37.045 M,36.857 M,24.487 M
989,Hua Yin International Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,385.4 M,2023,53.588 M,25.037 M,3.608 M,3.6 M,5.144 M,5.137 M,4.142 M,4.158 M,7.294 M,7.01 M,13.349 M,13.578 M,3.75 M
247,Tsim Sha Tsui Properties Limited,Real Estate,Real Estate Management & Development,Real Estate,5.729 B,2023,1.502 B,438.5 M,308.3 M,308.8 M,718.1 M,719.1 M,1.325 B,1.323 B,284.2 M,284.3 M,134.9 M,134.9 M,265.6 M
159,Brockman Mining Limited,Materials,Metals & Mining,Materials,189.2 M,2023,-,-,-,-,-,-,-,-,-,-,-,-,-
303,Vtech Holdings Limited,Information Technology,Communications Equipment,Technology Hardware & Equipment,1.503 B,2023,2.421 B,582.4 M,627.9 M,627.9 M,557.4 M,557.4 M,624.4 M,624.4 M,561.8 M,561.8 M,520.7 M,520.7 M,562 M
2153,"Tat Hong Equipment Service Co., Ltd.",Industrials,Construction & Engineering,Capital Goods,196.2 M,2023,117.9 M,28.91 M,35.598 M,35.517 M,32.223 M,32.182 M,29.181 M,29.292 M,30.287 M,28.998 M,-,-,-
2161,JBM (Healthcare) Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",111.1 M,2023,57.788 M,15.092 M,13.836 M,13.901 M,12.163 M,12.195 M,12.931 M,12.967 M,12.652 M,12.651 M,-,-,-
1942,MOG Holdings Limited,Consumer Discretionary,Specialty Retail,Retailing,1.543 B,2023,85.802 M,23.596 M,22.926 M,23.138 M,4.634 M,4.628 M,6.247 M,6.435 M,5.709 M,5.535 M,8.416 M,8.874 M,8.894 M
53,Guoco Group Limited,Industrials,Industrial Conglomerates,Capital Goods,2.85 B,2023,2.13 B,586.9 M,478.1 M,478.1 M,471.8 M,471.8 M,364.7 M,364.7 M,295.5 M,295.5 M,357.9 M,357.9 M,586.7 M
199,ITC Properties Group Limited,Real Estate,Real Estate Management & Development,Real Estate,122.1 M,2023,15.536 M,4.485 M,3.292 M,3.307 M,17.072 M,17.117 M,13.923 M,13.962 M,752.836 K,752.788 K,2.578 M,2.565 M,4.714 M
650,Productive Technologies Company Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,900.4 M,2023,64.443 M,27.574 M,4.667 M,4.689 M,4.188 M,4.199 M,3.008 M,3.017 M,2.789 M,2.789 M,10.156 M,10.104 M,5.491 M
277,Tern Properties Company Limited,Real Estate,Real Estate Management & Development,Real Estate,135.2 M,2023,5.34 M,1.4 M,1.274 M,1.28 M,1.734 M,1.739 M,1.471 M,1.475 M,1.822 M,1.821 M,-1.187 M,-1.181 M,2.527 M
191,Lai Sun Garment (International) Limited,Real Estate,Real Estate Management & Development,Real Estate,172.2 M,2023,663.3 M,-,165.8 M,165.9 M,183.1 M,183.5 M,220.3 M,220.4 M,183.7 M,183.7 M,163.1 M,163.1 M,188.1 M
25,Chevalier International Holdings Limited,Industrials,Industrial Conglomerates,Capital Goods,271.2 M,2023,986 M,212 M,281.7 M,283 M,271.1 M,271.9 M,265.3 M,266.1 M,208.2 M,208.2 M,210.4 M,209.3 M,199 M
131,Cheuk Nang (Holdings) Limited,Real Estate,Real Estate Management & Development,Real Estate,174.6 M,2023,6.448 M,1.605 M,1.601 M,1.604 M,2.027 M,2.03 M,7.453 M,7.443 M,56.683 M,56.7 M,16.041 M,16.037 M,19.521 M
398,Oriental Watch Holdings Limited,Consumer Discretionary,Specialty Retail,Retailing,265.7 M,2023,440 M,106.7 M,113.6 M,114.2 M,119.4 M,119.7 M,137.9 M,138.3 M,87.704 M,87.698 M,76.418 M,76.029 M,74.499 M
306,Kwoon Chung Bus Holdings Limited,Industrials,Road & Rail,Transportation,139.1 M,2023,163.1 M,39.07 M,42.577 M,42.778 M,34.363 M,34.453 M,39.054 M,39.162 M,30.753 M,30.751 M,73.47 M,73.095 M,84.469 M
1050,Karrie International Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,242 M,2023,544.1 M,140.1 M,134.3 M,134.9 M,124.7 M,125 M,128.7 M,129 M,94.987 M,94.981 M,95.287 M,94.801 M,90.891 M
2322,Hong Kong ChaoShang Group Limited,Industrials,Trading Companies & Distributors,Capital Goods,383.2 M,2023,27.676 M,8.816 M,5.035 M,5.059 M,5.813 M,5.828 M,9.736 M,9.763 M,12.031 M,12.03 M,8.765 M,8.721 M,6.546 M
1469,Get Nice Financial Group Limited,Financials,Capital Markets,Diversified Financials,207 M,2023,44.839 M,11.348 M,11.098 M,11.15 M,12.242 M,12.274 M,12.238 M,12.272 M,12.029 M,12.028 M,11.397 M,11.338 M,10.192 M
18,Oriental Enterprise Holdings Limited,Communication Services,Media,Media,183.3 M,2023,94.231 M,22.791 M,24.384 M,24.499 M,24.648 M,24.712 M,24.366 M,24.434 M,22.372 M,22.37 M,25.814 M,25.682 M,29.017 M
64,Get Nice Holdings Limited,Financials,Capital Markets,Diversified Financials,184.6 M,2023,47.647 M,13.145 M,10.705 M,10.756 M,15.97 M,16.012 M,15.449 M,15.491 M,15.95 M,15.949 M,15.626 M,15.546 M,14.82 M
1854,China Wantian Holdings Limited,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,108.4 M,2023,16.329 M,4.381 M,3.794 M,3.811 M,4.383 M,4.395 M,3.377 M,3.387 M,3.496 M,3.496 M,4.495 M,4.473 M,5.383 M
1082,Bradaverse Education (Int'l) Investments Group Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,129.2 M,2023,13.097 M,-,3.424 M,3.43 M,2.698 M,2.702 M,1.957 M,1.954 M,880.428 K,880.706 K,1.398 M,1.398 M,2.995 M
1387,China Dili Group,Real Estate,Real Estate Management & Development,Real Estate,748 M,2022,323.9 M,85.885 M,85.049 M,83.812 M,62.125 M,61.221 M,63.889 M,61.421 M,53.993 M,53.863 M,54.268 M,52.876 M,59.479 M
245,China Vered Financial Holding Corporation Limited,Financials,Capital Markets,Diversified Financials,252.1 M,2022,33.737 M,9.157 M,7.778 M,7.79 M,8.533 M,8.522 M,11.313 M,11.316 M,9.363 M,9.36 M,-5.719 M,-5.686 M,1.718 M
1188,Hybrid Kinetic Group Limited,Consumer Discretionary,Automobiles,Automobiles & Components,103.7 M,2022,-,-,-,-,96.26 K,96.407 K,68.905 K,68.82 K,1.294 M,1.294 M,113.799 K,113.767 K,-30.414 K
416,"Bank of Jinzhou Co., Ltd.",Financials,Banks,Banks,2.458 B,2022,536.4 M,135.5 M,147.6 M,145.4 M,140.7 M,138.6 M,124.9 M,120.1 M,142.6 M,142.3 M,111.4 M,108.5 M,56.28 M
6188,"Beijing Digital Telecom Co., Ltd.",Consumer Discretionary,Specialty Retail,Retailing,357.4 M,2022,1.6 B,489.1 M,355.3 M,350.1 M,443.6 M,437.1 M,568.7 M,546.7 M,433.5 M,432.4 M,580.6 M,565.7 M,529 M
7841,HK Acquisition Corporation,Financials,Capital Markets,Diversified Financials,141.5 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
9906,Honliv Healthcare Management Group Company Limited,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,183.4 M,2022,103.8 M,29.551 M,25.211 M,24.844 M,22.177 M,21.855 M,21.4 M,20.573 M,17.313 M,17.272 M,18.669 M,18.189 M,19.743 M
672,Zhong An Group Limited,Real Estate,Real Estate Management & Development,Real Estate,167.3 M,2022,1.341 B,293.3 M,378.9 M,400.4 M,235 M,231.6 M,153.5 M,151.3 M,486.1 M,467.3 M,77.335 M,77.15 M,200.1 M
1332,Touyun Biotech Group Limited,Materials,Containers & Packaging,Materials,246.6 M,2022,39.893 M,10.614 M,9.411 M,9.425 M,8.807 M,8.796 M,7.444 M,7.447 M,5.894 M,5.892 M,10.334 M,10.274 M,11.627 M
1400,Moody Technology Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,162.3 M,2022,6.018 M,2.4 M,778.206 K,766.887 K,11.278 M,11.114 M,1.468 M,1.412 M,13.268 M,13.236 M,22.643 M,22.062 M,14.734 M
1876,Budweiser Brewing Company APAC Limited,Consumer Staples,Beverages,"Food, Beverage & Tobacco",40.082 B,2022,6.478 B,1.86 B,1.821 B,1.632 B,1.429 B,1.882 B,1.851 B,1.626 B,1.19 B,1.823 B,1.619 B,956 M,1.202 B
2142,HBM Holdings Limited,Healthcare,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",208.2 M,2022,29.726 M,13.815 M,1.048 M,1.048 M,1.106 M,1.106 M,4.019 M,4.019 M,3.035 M,3.035 M,2.432 M,2.432 M,278 K
1967,Confidence Intelligence Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,738.9 M,2022,44.273 M,10.021 M,13.34 M,13.146 M,14.274 M,14.067 M,10.922 M,10.5 M,7.356 M,7.338 M,11.151 M,10.865 M,9.415 M
1692,Town Ray Holdings Limited,Consumer Discretionary,Household Durables,Consumer Durables & Apparel,146.3 M,2022,105.5 M,25.897 M,26.577 M,26.623 M,29.695 M,29.741 M,19.322 M,19.298 M,20.503 M,20.51 M,14.437 M,14.433 M,17.163 M
580,Sun.King Technology Group Limited,Industrials,Electrical Equipment,Capital Goods,378 M,2022,133.1 M,34.98 M,31.345 M,33.123 M,34.635 M,34.131 M,38.003 M,37.45 M,40.449 M,38.886 M,48.668 M,48.551 M,55.17 M
853,MicroPort Scientific Corporation,Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Services,4.703 B,2022,799 M,202.5 M,197 M,197 M,192.3 M,192.3 M,170.9 M,170.9 M,153.5 M,153.5 M,200.4 M,200.4 M,196.3 M
898,Multifield International Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,105.4 M,2022,34.576 M,8.592 M,5.617 M,5.625 M,8.471 M,8.461 M,24.458 M,24.466 M,-8.176 M,-8.174 M,7.208 M,7.166 M,12.84 M
2343,Pacific Basin Shipping Limited,Industrials,Marine,Transportation,2.151 B,2022,3.282 B,779.4 M,861.4 M,861.4 M,915.2 M,915.2 M,571 M,571 M,394.7 M,394.7 M,340.7 M,340.7 M,409.4 M
2698,Weiqiao Textile Company Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,176.5 M,2022,2.403 B,581.9 M,618.9 M,654 M,689.6 M,679.5 M,580.6 M,572.2 M,560.2 M,538.5 M,384.3 M,383.3 M,530.2 M
1098,Road King Infrastructure Limited,Real Estate,Real Estate Management & Development,Real Estate,304.5 M,2022,2.198 B,776 M,316.9 M,317.4 M,1.265 B,1.267 B,318.7 M,318.3 M,1.033 B,1.033 B,528 M,527.8 M,939.3 M
687,Tysan Holdings Limited,Industrials,Construction & Engineering,Capital Goods,141.5 M,2022,269.3 M,64.993 M,70.205 M,70.312 M,71.44 M,71.352 M,102.2 M,102.3 M,94.771 M,94.744 M,88.235 M,87.725 M,86.164 M
618,Peking University Resources (Holdings) Company Limited,Real Estate,Real Estate Management & Development,Real Estate,132.6 M,2022,1.489 B,-,-,-,-,-,372.6 M,367.2 M,492.5 M,473.5 M,187.9 M,187.4 M,1.116 B
517,"COSCO SHIPPING International (Hong Kong) Co., Ltd.",Industrials,Transportation Infrastructure,Transportation,473.8 M,2022,523.3 M,115.1 M,147.6 M,147.9 M,143.7 M,143.5 M,126.4 M,126.5 M,95.655 M,95.629 M,105.2 M,104.6 M,104.1 M
